,Query,Subject,% alignment,length,# of mismatches,# of gaps,qstart,qend,sstart,send,E-value,bitscore,Subject_Loc,Query_Loc
1759,lcl|NZ_CP012004.1_cds_WP_005135170.1_1645,lcl|CP000521.1_cds_ABO12275.1_2037,99.479,192,0,1,1,191,1,192,5.57e-96,348.0,A1S_1848,ACX60_RS08380
1760,lcl|NZ_CP012004.1_cds_WP_000080966.1_1646,lcl|CP000521.1_cds_ABO12317.2_2083,100.0,1356,0,0,1,1356,1,1356,0.0,2505.0,A1S_1890,ACX60_RS08385
1761,lcl|NZ_CP012004.1_cds_WP_000814775.1_1647,lcl|CP000521.1_cds_ABO12316.2_2082,100.0,786,0,0,1,786,1,786,0.0,1452.0,A1S_1889,ACX60_RS08390
1762,lcl|NZ_CP012004.1_cds_WP_000168125.1_1648,lcl|CP000521.1_cds_ABO12315.1_2081,99.897,970,0,1,88,1057,1,969,0.0,1784.0,A1S_1888,ACX60_RS08395
1763,lcl|NZ_CP012004.1_cds_WP_000168125.1_1648,lcl|CP000521.1_cds_ABO12314.1_2080,100.0,276,0,0,1081,1356,1,276,7.51e-145,510.0,A1S_1887,ACX60_RS08395
1764,lcl|NZ_CP012004.1_cds_WP_000997505.1_1649,lcl|CP000521.1_cds_ABO12313.2_2079,100.0,414,0,0,1,414,1,414,0.0,765.0,A1S_1886,ACX60_RS08400
1765,lcl|NZ_CP012004.1_cds_WP_000077916.1_1650,lcl|CP000521.1_cds_ABO12312.2_2078,100.0,726,0,0,1,726,1,726,0.0,1341.0,A1S_1885,ACX60_RS08405
1766,lcl|NZ_CP012004.1_cds_WP_001067206.1_1651,lcl|CP000521.1_cds_ABO12311.2_2077,100.0,630,0,0,1,630,1,630,0.0,1164.0,A1S_1884,ACX60_RS08410
1767,lcl|NZ_CP012004.1_cds_WP_085941306.1_1652,lcl|CP000521.1_cds_ABO12310.2_2076,100.0,828,0,0,1,828,7,834,0.0,1530.0,A1S_1883,ACX60_RS08415
1768,lcl|NZ_CP012004.1_cds_WP_000209786.1_1653,lcl|CP000521.1_cds_ABO12309.2_2075,100.0,1452,0,0,1,1452,1,1452,0.0,2682.0,A1S_1882,ACX60_RS08420
1769,lcl|NZ_CP012004.1_cds_WP_001134236.1_1654,lcl|CP000521.1_cds_ABO12308.2_2074,100.0,1320,0,0,1,1320,1,1320,0.0,2438.0,A1S_1881,ACX60_RS08425
1770,lcl|NZ_CP012004.1_cds_WP_000004224.1_1655,lcl|CP000521.1_cds_ABO12307.2_2073,100.0,2430,0,0,1,2430,1,2430,0.0,4488.0,A1S_1880,ACX60_RS08430
1771,lcl|NZ_CP012004.1_cds_WP_001211835.1_1656,lcl|CP000521.1_cds_ABO12306.2_2072,100.0,468,0,0,1,468,1,468,0.0,865.0,A1S_1879,ACX60_RS08435
1772,lcl|NZ_CP012004.1_cds_WP_000095350.1_1657,lcl|CP000521.1_cds_ABO12305.2_2071,100.0,414,0,0,1,414,1,414,0.0,765.0,A1S_1878,ACX60_RS08440
1773,lcl|NZ_CP012004.1_cds_WP_000789135.1_1658,lcl|CP000521.1_cds_ABO12304.2_2070,100.0,414,0,0,1,414,1,414,0.0,765.0,A1S_1877,ACX60_RS08445
1774,lcl|NZ_CP012004.1_cds_WP_001187023.1_1659,lcl|CP000521.1_cds_ABO12303.2_2069,100.0,867,0,0,1,867,1,867,0.0,1602.0,A1S_1876,ACX60_RS08450
1775,lcl|NZ_CP012004.1_cds_WP_000030967.1_1660,lcl|CP000521.1_cds_ABO12302.2_2068,100.0,813,0,0,1,813,1,813,0.0,1502.0,A1S_1875,ACX60_RS08455
1776,lcl|NZ_CP012004.1_cds_WP_001059571.1_1661,lcl|CP000521.1_cds_ABO12301.2_2067,100.0,921,0,0,1,921,1,921,0.0,1701.0,A1S_1874,ACX60_RS08460
1777,lcl|NZ_CP012004.1_cds_WP_005135175.1_1662,lcl|CP000521.1_cds_ABO12300.2_2066,99.76,1248,0,2,1,1245,1,1248,0.0,2285.0,A1S_1873,ACX60_RS08465
1778,lcl|NZ_CP012004.1_cds_WP_000110884.1_1663,lcl|CP000521.1_cds_ABO12299.2_2065,100.0,1122,0,0,1,1122,1,1122,0.0,2073.0,A1S_1872,ACX60_RS08470
1779,lcl|NZ_CP012004.1_cds_WP_000208327.1_1664,lcl|CP000521.1_cds_ABO12298.2_2064,100.0,699,0,0,1,699,1,699,0.0,1291.0,A1S_1871,ACX60_RS08475
1780,lcl|NZ_CP012004.1_cds_WP_001140455.1_1665,lcl|CP000521.1_cds_ABO12297.1_2063,100.0,744,0,0,1,744,1,744,0.0,1375.0,A1S_1870,ACX60_RS08480
1781,lcl|NZ_CP012004.1_cds_WP_005135181.1_1666,lcl|CP000521.1_cds_ABO11639.2_1290,84.98,1265,180,8,1,1257,1,1263,0.0,1275.0,A1S_1209,ACX60_RS08485
1782,lcl|NZ_CP012004.1_cds_WP_005135181.1_1666,lcl|CP000521.1_cds_ABO12296.1_2062,100.0,627,0,0,631,1257,1,627,0.0,1158.0,A1S_1869,ACX60_RS08485
1783,lcl|NZ_CP012004.1_cds_WP_005135181.1_1666,lcl|CP000521.1_cds_ABO12295.1_2061,99.827,577,0,1,58,634,1,576,0.0,1059.0,A1S_1868,ACX60_RS08485
1784,lcl|NZ_CP012004.1_cds_WP_001076610.1_1667,lcl|CP000521.1_cds_ABO12294.2_2060,100.0,1350,0,0,1,1350,1,1350,0.0,2494.0,A1S_1867,ACX60_RS08490
1785,lcl|NZ_CP012004.1_cds_WP_000884020.1_1668,lcl|CP000521.1_cds_ABO12293.2_2058,100.0,468,0,0,1,468,58,525,0.0,865.0,A1S_1866,ACX60_RS08495
1786,lcl|NZ_CP012004.1_cds_WP_001028549.1_1669,lcl|CP000521.1_cds_ABO12292.2_2057,100.0,1110,0,0,1,1110,1,1110,0.0,2050.0,A1S_1865,ACX60_RS08500
1787,lcl|NZ_CP012004.1_cds_WP_104159503.1_1670,lcl|CP000521.1_cds_ABO12291.2_2056,100.0,1149,0,0,1,1149,19,1167,0.0,2122.0,A1S_1864,ACX60_RS08505
1788,lcl|NZ_CP012004.1_cds_WP_000387550.1_1671,lcl|CP000521.1_cds_ABO12290.2_2055,100.0,360,0,0,1,360,1,360,0.0,665.0,A1S_1863,ACX60_RS08510
1789,lcl|NZ_CP012004.1_cds_WP_000130495.1_1672,lcl|CP000521.1_cds_ABO12289.2_2054,100.0,528,0,0,1,528,1,528,0.0,976.0,A1S_1862,ACX60_RS08515
1790,lcl|NZ_CP012004.1_cds_WP_049594828.1_1673,lcl|CP000521.1_cds_ABO12287.1_2052,100.0,825,0,0,454,1278,1,825,0.0,1524.0,A1S_1860,ACX60_RS08520
1791,lcl|NZ_CP012004.1_cds_WP_049594828.1_1673,lcl|CP000521.1_cds_ABO12288.1_2053,99.752,403,0,1,1,403,1,402,0.0,737.0,A1S_1861,ACX60_RS08520
1792,lcl|NZ_CP012004.1_cds_WP_001056937.1_1674,lcl|CP000521.1_cds_ABO12286.1_2051,99.65,286,0,1,1,286,1,285,1.21e-148,521.0,A1S_1859,ACX60_RS08525
1793,lcl|NZ_CP012004.1_cds_WP_001056937.1_1674,lcl|CP000521.1_cds_ABS90166.1_2050,100.0,204,0,0,283,486,1,204,2.78e-105,377.0,A1S_3741,ACX60_RS08525
1794,lcl|NZ_CP012004.1_cds_WP_000815905.1_1675,lcl|CP000521.1_cds_ABO12285.2_2049,100.0,738,0,0,1,738,1,738,0.0,1363.0,A1S_1858,ACX60_RS08530
1795,lcl|NZ_CP012004.1_cds_WP_000210282.1_1676,lcl|CP000521.1_cds_ABO12284.2_2048,100.0,954,0,0,1,954,1,954,0.0,1762.0,A1S_1857,ACX60_RS08535
1796,lcl|NZ_CP012004.1_cds_WP_104159487.1_1677,lcl|CP000521.1_cds_ABO12283.2_2047,100.0,954,0,0,4,957,1,954,0.0,1762.0,A1S_1856,ACX60_RS08540
1797,lcl|NZ_CP012004.1_cds_WP_001077865.1_1678,lcl|CP000521.1_cds_ABO12282.2_2046,100.0,915,0,0,1,915,1,915,0.0,1690.0,A1S_1855,ACX60_RS08545
1798,lcl|NZ_CP012004.1_cds_WP_109104879.1_1679,lcl|CP000521.1_cds_ABO12281.2_2044,99.957,2307,1,0,10,2316,1,2307,0.0,4255.0,A1S_1854,ACX60_RS08550
1799,lcl|NZ_CP012004.1_cds_WP_104159504.1_1680,lcl|CP000521.1_cds_ABO12280.2_2043,100.0,1218,0,0,1,1218,61,1278,0.0,2250.0,A1S_1853,ACX60_RS08555
1800,lcl|NZ_CP012004.1_cds_WP_000005756.1_1681,lcl|CP000521.1_cds_ABO12279.2_2042,100.0,1488,0,0,1,1488,1,1488,0.0,2748.0,A1S_1852,ACX60_RS08560
1801,lcl|NZ_CP012004.1_cds_WP_000935114.1_1682,lcl|CP000521.1_cds_ABO12278.2_2040,100.0,2463,0,0,1,2463,1,2463,0.0,4549.0,A1S_1851,ACX60_RS08565
1802,lcl|NZ_CP012004.1_cds_WP_000935114.1_1682,lcl|CP000521.1_cds_ABS90164.1_2041,100.0,102,0,0,18,119,102,1,7.31e-48,189.0,A1S_3739,ACX60_RS08565
1803,lcl|NZ_CP012004.1_cds_WP_001138968.1_1683,lcl|CP000521.1_cds_ABO12277.2_2039,100.0,780,0,0,1,780,1,780,0.0,1441.0,A1S_1850,ACX60_RS08570
1804,lcl|NZ_CP012004.1_cds_WP_005135190.1_1684,lcl|CP000521.1_cds_ABO12276.1_2038,99.65,858,3,0,358,1215,1,858,0.0,1568.0,A1S_1849,ACX60_RS08575
1805,lcl|NZ_CP012004.1_cds_WP_005135190.1_1684,lcl|CP000521.1_cds_ABO12318.1_2084,95.833,840,33,2,358,1196,1,839,0.0,1356.0,A1S_1891,ACX60_RS08575
1806,lcl|NZ_CP012004.1_cds_WP_005135190.1_1684,lcl|CP000521.1_cds_ABO12319.1_2085,92.896,183,12,1,4,185,10,192,5.78e-71,265.0,A1S_1892,ACX60_RS08575
1807,lcl|NZ_CP012004.1_cds_WP_005135190.1_1684,lcl|CP000521.1_cds_ABO12275.1_2037,92.896,183,12,1,4,185,10,192,5.78e-71,265.0,A1S_1848,ACX60_RS08575
1808,lcl|NZ_CP012004.1_cds_WP_005135192.1_1685,lcl|CP000521.1_cds_ABO12320.2_2086,96.412,641,23,0,1,641,1,641,0.0,1057.0,A1S_1893,ACX60_RS08580
1809,lcl|NZ_CP012004.1_cds_WP_005135192.1_1685,lcl|CP000521.1_cds_ABO12274.2_2036,96.412,641,23,0,1,641,1,641,0.0,1057.0,A1S_1847,ACX60_RS08580
1810,lcl|NZ_CP012004.1_cds_WP_000566012.1_1686,lcl|CP000521.1_cds_ABO12273.2_2035,100.0,672,0,0,1,672,1,672,0.0,1242.0,A1S_1846,ACX60_RS08585
1811,lcl|NZ_CP012004.1_cds_WP_000566012.1_1686,lcl|CP000521.1_cds_ABO12321.2_2087,96.429,672,24,0,1,672,1,672,0.0,1109.0,A1S_1894,ACX60_RS08585
1812,lcl|NZ_CP012004.1_cds_WP_001081619.1_1687,lcl|CP000521.1_cds_ABO12272.2_2034,100.0,921,0,0,1,921,1,921,0.0,1701.0,A1S_1845,ACX60_RS08590
1813,lcl|NZ_CP012004.1_cds_WP_000897235.1_1688,lcl|CP000521.1_cds_ABO12271.2_2033,100.0,291,0,0,1,291,1,291,6.99e-154,538.0,A1S_1844,ACX60_RS08595
1814,lcl|NZ_CP012004.1_cds_WP_001986121.1_1689,lcl|CP000521.1_cds_ABO12270.2_2032,99.894,942,0,1,28,968,1,942,0.0,1733.0,A1S_1843,ACX60_RS08600
1815,lcl|NZ_CP012004.1_cds_WP_000423293.1_1690,lcl|CP000521.1_cds_ABO12269.2_2031,100.0,915,0,0,1,915,1,915,0.0,1690.0,A1S_1842,ACX60_RS08605
1816,lcl|NZ_CP012004.1_cds_WP_001226550.1_1691,lcl|CP000521.1_cds_ABO12268.2_2030,100.0,795,0,0,1,795,1,795,0.0,1469.0,A1S_1841,ACX60_RS08610
1817,lcl|NZ_CP012004.1_cds_WP_000029961.1_1692,lcl|CP000521.1_cds_ABO12267.2_2029,100.0,717,0,0,1,717,1,717,0.0,1325.0,A1S_1840,ACX60_RS08615
1818,lcl|NZ_CP012004.1_cds_WP_001060808.1_1693,lcl|CP000521.1_cds_ABO12266.2_2028,100.0,1734,0,0,1,1734,1,1734,0.0,3203.0,A1S_1839,ACX60_RS08620
1819,lcl|NZ_CP012004.1_cds_WP_000345069.1_1694,lcl|CP000521.1_cds_ABO12264.1_2026,100.0,816,0,0,490,1305,1,816,0.0,1507.0,A1S_1837,ACX60_RS08625
1820,lcl|NZ_CP012004.1_cds_WP_000345069.1_1694,lcl|CP000521.1_cds_ABO12265.1_2027,99.618,262,0,1,118,379,1,261,7.319999999999999e-135,477.0,A1S_1838,ACX60_RS08625
1821,lcl|NZ_CP012004.1_cds_WP_001165788.1_1695,lcl|CP000521.1_cds_ABO12263.2_2025,100.0,999,0,0,1,999,1,999,0.0,1845.0,A1S_1836,ACX60_RS08630
1822,lcl|NZ_CP012004.1_cds_WP_000234449.1_1696,lcl|CP000521.1_cds_ABO12262.2_2024,100.0,1575,0,0,1,1575,1,1575,0.0,2909.0,A1S_1835,ACX60_RS08635
1823,lcl|NZ_CP012004.1_cds_WP_000234449.1_1696,lcl|CP000521.1_cds_ABO12224.1_1979,93.02,831,58,0,745,1575,1,831,0.0,1214.0,A1S_1797,ACX60_RS08635
1824,lcl|NZ_CP012004.1_cds_WP_000234449.1_1696,lcl|CP000521.1_cds_ABO12223.1_1978,97.59,498,10,2,91,586,1,498,0.0,852.0,A1S_1796,ACX60_RS08635
1825,lcl|NZ_CP012004.1_cds_WP_000351947.1_1697,lcl|CP000521.1_cds_ABO12261.2_2022,100.0,897,0,0,1,897,1,897,0.0,1657.0,A1S_1834,ACX60_RS08640
1826,lcl|NZ_CP012004.1_cds_WP_000351947.1_1697,lcl|CP000521.1_cds_ABS90163.1_2023,100.0,135,0,0,671,805,135,1,1.19e-66,250.0,A1S_3738,ACX60_RS08640
1827,lcl|NZ_CP012004.1_cds_WP_000542605.1_1698,lcl|CP000521.1_cds_ABO12260.2_2021,100.0,831,0,0,1,831,1,831,0.0,1535.0,A1S_1833,ACX60_RS08645
1828,lcl|NZ_CP012004.1_cds_WP_000862295.1_1699,lcl|CP000521.1_cds_ABO12259.2_2020,100.0,1239,0,0,1,1239,1,1239,0.0,2289.0,A1S_1832,ACX60_RS08650
1829,lcl|NZ_CP012004.1_cds_WP_000180172.1_1700,lcl|CP000521.1_cds_ABO12258.2_2019,100.0,1068,0,0,1,1068,1,1068,0.0,1973.0,A1S_1831,ACX60_RS08655
1830,lcl|NZ_CP012004.1_cds_WP_001228605.1_1701,lcl|CP000521.1_cds_ABO12257.2_2018,100.0,576,0,0,1,576,1,576,0.0,1064.0,A1S_1830,ACX60_RS08660
1831,lcl|NZ_CP012004.1_cds_WP_000477543.1_1702,lcl|CP000521.1_cds_ABO12256.2_2017,100.0,807,0,0,1,807,1,807,0.0,1491.0,A1S_1829,ACX60_RS08665
1832,lcl|NZ_CP012004.1_cds_WP_001026795.1_1703,lcl|CP000521.1_cds_ABO12255.2_2016,100.0,417,0,0,1,417,1,417,0.0,771.0,A1S_1828,ACX60_RS08670
1833,lcl|NZ_CP012004.1_cds_WP_000044219.1_1704,lcl|CP000521.1_cds_ABO12254.2_2015,100.0,693,0,0,1,693,1,693,0.0,1280.0,A1S_1827,ACX60_RS08675
1834,lcl|NZ_CP012004.1_cds_WP_000044138.1_1705,lcl|CP000521.1_cds_ABO12253.2_2014,100.0,1206,0,0,1,1206,1,1206,0.0,2228.0,A1S_1826,ACX60_RS08680
1835,lcl|NZ_CP012004.1_cds_WP_000323486.1_1706,lcl|CP000521.1_cds_ABO12252.2_2013,100.0,549,0,0,1,549,1,549,0.0,1014.0,A1S_1825,ACX60_RS08685
1836,lcl|NZ_CP012004.1_cds_WP_000155962.1_1707,lcl|CP000521.1_cds_ABO12251.2_2012,100.0,1020,0,0,1,1020,1,1020,0.0,1884.0,A1S_1824,ACX60_RS08690
1837,lcl|NZ_CP012004.1_cds_WP_000113714.1_1708,lcl|CP000521.1_cds_ABO12250.2_2011,100.0,570,0,0,1,570,7,576,0.0,1053.0,A1S_1823,ACX60_RS08695
1838,lcl|NZ_CP012004.1_cds_WP_001004589.1_1709,lcl|CP000521.1_cds_ABO12249.2_2010,100.0,936,0,0,1,936,1,936,0.0,1729.0,A1S_1822,ACX60_RS08700
1839,lcl|NZ_CP012004.1_cds_WP_000190709.1_1710,lcl|CP000521.1_cds_ABO12248.1_2009,100.0,765,0,0,1,765,1,765,0.0,1413.0,A1S_1821,ACX60_RS08705
1840,lcl|NZ_CP012004.1_cds_WP_000272926.1_1711,lcl|CP000521.1_cds_ABO12247.2_2008,100.0,756,0,0,1,756,1,756,0.0,1397.0,A1S_1820,ACX60_RS08710
1841,lcl|NZ_CP012004.1_cds_WP_000154574.1_1712,lcl|CP000521.1_cds_ABO12246.2_2007,100.0,912,0,0,1,912,1,912,0.0,1685.0,A1S_1819,ACX60_RS08715
1842,lcl|NZ_CP012004.1_cds_WP_000164987.1_1713,lcl|CP000521.1_cds_ABO12245.2_2006,100.0,462,0,0,1,462,1,462,0.0,854.0,A1S_1818,ACX60_RS08720
1843,lcl|NZ_CP012004.1_cds_WP_000064139.1_1714,lcl|CP000521.1_cds_ABO12244.2_2005,100.0,1824,0,0,1,1824,1,1824,0.0,3369.0,A1S_1817,ACX60_RS08725
1844,lcl|NZ_CP012004.1_cds_WP_005135203.1_1715,lcl|CP000521.1_cds_ABO12243.2_2004,100.0,1371,0,0,1,1371,1,1371,0.0,2532.0,A1S_1816,ACX60_RS08730
1845,lcl|NZ_CP012004.1_cds_WP_000166092.1_1716,lcl|CP000521.1_cds_ABO12242.2_2003,100.0,1641,0,0,1,1641,1,1641,0.0,3031.0,A1S_1815,ACX60_RS08735
1846,lcl|NZ_CP012004.1_cds_WP_005135204.1_1717,lcl|CP000521.1_cds_ABO12241.2_2002,99.863,730,0,1,1,730,1,729,0.0,1341.0,A1S_1814,ACX60_RS08740
1847,lcl|NZ_CP012004.1_cds_WP_005135204.1_1717,lcl|CP000521.1_cds_ABS90162.2_2001,100.0,171,0,0,733,903,1,171,1.16e-86,316.0,A1S_3737,ACX60_RS08740
1848,lcl|NZ_CP012004.1_cds_WP_001180450.1_1718,lcl|CP000521.1_cds_ABO12240.2_1999,100.0,579,0,0,1,579,1,579,0.0,1070.0,A1S_1813,ACX60_RS08750
1849,lcl|NZ_CP012004.1_cds_WP_001180450.1_1718,lcl|CP000521.1_cds_ABO11511.1_1134,79.083,545,104,10,1,540,1,540,7.19e-102,366.0,A1S_1081,ACX60_RS08750
1850,lcl|NZ_CP012004.1_cds_WP_001180450.1_1718,lcl|CP000521.1_cds_ABO12190.2_1942,91.667,72,6,0,106,177,106,177,8.06e-22,100.0,A1S_1763,ACX60_RS08750
1851,lcl|NZ_CP012004.1_cds_WP_001179599.1_1719,lcl|CP000521.1_cds_ABS90160.1_1998,100.0,516,0,0,1,516,1,516,0.0,953.0,A1S_3735,ACX60_RS08755
1852,lcl|NZ_CP012004.1_cds_WP_000605044.1_1723,lcl|CP000521.1_cds_ABS90158.1_1996,100.0,462,0,0,1,462,1,462,0.0,854.0,A1S_3733,ACX60_RS08780
1853,lcl|NZ_CP012004.1_cds_WP_001084622.1_1724,lcl|CP000521.1_cds_ABO12239.2_1995,100.0,858,0,0,1,858,1,858,0.0,1585.0,A1S_1812,ACX60_RS08785
1854,lcl|NZ_CP012004.1_cds_WP_025470163.1_1726,lcl|CP000521.1_cds_ABS90157.1_1994,100.0,246,0,0,67,312,1,246,7.81e-129,455.0,A1S_3732,ACX60_RS08795
1855,lcl|NZ_CP012004.1_cds_WP_104159505.1_1727,lcl|CP000521.1_cds_ABO12238.2_1993,100.0,714,0,0,1,714,34,747,0.0,1319.0,A1S_1811,ACX60_RS08800
1856,lcl|NZ_CP012004.1_cds_WP_000786785.1_1728,lcl|CP000521.1_cds_ABO12237.2_1992,100.0,1341,0,0,1,1341,1,1341,0.0,2477.0,A1S_1810,ACX60_RS08805
1857,lcl|NZ_CP012004.1_cds_WP_000995636.1_1729,lcl|CP000521.1_cds_ABO12236.2_1991,100.0,813,0,0,1,813,1,813,0.0,1502.0,A1S_1809,ACX60_RS08810
1858,lcl|NZ_CP012004.1_cds_WP_000126041.1_1730,lcl|CP000521.1_cds_ABO12235.2_1990,100.0,1290,0,0,1,1290,1,1290,0.0,2383.0,A1S_1808,ACX60_RS08815
1859,lcl|NZ_CP012004.1_cds_WP_000883496.1_1731,lcl|CP000521.1_cds_ABO12234.2_1989,100.0,732,0,0,1,732,1,732,0.0,1352.0,A1S_1807,ACX60_RS08820
1860,lcl|NZ_CP012004.1_cds_WP_000404158.1_1732,lcl|CP000521.1_cds_ABO12233.1_1988,100.0,879,0,0,1,879,1,879,0.0,1624.0,A1S_1806,ACX60_RS08825
1861,lcl|NZ_CP012004.1_cds_WP_000053789.1_1733,lcl|CP000521.1_cds_ABO12232.2_1987,100.0,1344,0,0,1,1344,1,1344,0.0,2483.0,A1S_1805,ACX60_RS08830
1862,lcl|NZ_CP012004.1_cds_WP_001054781.1_1734,lcl|CP000521.1_cds_ABO12231.2_1986,100.0,933,0,0,1,933,1,933,0.0,1724.0,A1S_1804,ACX60_RS08835
1863,lcl|NZ_CP012004.1_cds_WP_001166494.1_1735,lcl|CP000521.1_cds_ABO12230.2_1985,100.0,435,0,0,1,435,1,435,0.0,804.0,A1S_1803,ACX60_RS08840
1864,lcl|NZ_CP012004.1_cds_WP_000153882.1_1736,lcl|CP000521.1_cds_ABO12229.2_1984,100.0,459,0,0,1,459,1,459,0.0,848.0,A1S_1802,ACX60_RS08845
1865,lcl|NZ_CP012004.1_cds_WP_000105395.1_1737,lcl|CP000521.1_cds_ABO12227.1_1982,99.887,885,0,1,85,968,1,885,0.0,1628.0,A1S_1800,ACX60_RS08850
1866,lcl|NZ_CP012004.1_cds_WP_000105395.1_1737,lcl|CP000521.1_cds_ABO12228.1_1983,99.383,162,0,1,926,1086,1,162,2.3700000000000003e-79,292.0,A1S_1801,ACX60_RS08850
1867,lcl|NZ_CP012004.1_cds_WP_001026281.1_1738,lcl|CP000521.1_cds_ABO12226.2_1981,100.0,1578,0,0,1,1578,1,1578,0.0,2915.0,A1S_1799,ACX60_RS08855
1868,lcl|NZ_CP012004.1_cds_WP_001278389.1_1739,lcl|CP000521.1_cds_ABO12225.2_1980,100.0,621,0,0,1,621,1,621,0.0,1147.0,A1S_1798,ACX60_RS08860
1869,lcl|NZ_CP012004.1_cds_WP_005135215.1_1740,lcl|CP000521.1_cds_ABO12262.2_2024,93.754,1569,98,0,10,1578,7,1575,0.0,2355.0,A1S_1835,ACX60_RS08865
1870,lcl|NZ_CP012004.1_cds_WP_005135215.1_1740,lcl|CP000521.1_cds_ABO12224.1_1979,100.0,831,0,0,748,1578,1,831,0.0,1535.0,A1S_1797,ACX60_RS08865
1871,lcl|NZ_CP012004.1_cds_WP_005135215.1_1740,lcl|CP000521.1_cds_ABO12223.1_1978,99.598,498,0,2,94,589,1,498,0.0,907.0,A1S_1796,ACX60_RS08865
1872,lcl|NZ_CP012004.1_cds_WP_000999636.1_1741,lcl|CP000521.1_cds_ABO12222.2_1977,100.0,1788,0,0,1,1788,1,1788,0.0,3302.0,A1S_1795,ACX60_RS08870
1873,lcl|NZ_CP012004.1_cds_WP_001011893.1_1742,lcl|CP000521.1_cds_ABO12221.1_1976,100.0,1176,0,0,1,1176,1,1176,0.0,2172.0,A1S_1794,ACX60_RS08875
1874,lcl|NZ_CP012004.1_cds_WP_000774594.1_1743,lcl|CP000521.1_cds_ABO12220.2_1975,100.0,936,0,0,1,936,1,936,0.0,1729.0,A1S_1793,ACX60_RS08880
1875,lcl|NZ_CP012004.1_cds_WP_001101634.1_1744,lcl|CP000521.1_cds_ABO12219.2_1974,100.0,972,0,0,1,972,1,972,0.0,1796.0,A1S_1792,ACX60_RS08885
1876,lcl|NZ_CP012004.1_cds_WP_000389457.1_1745,lcl|CP000521.1_cds_ABO12218.2_1973,100.0,1377,0,0,1,1377,1,1377,0.0,2543.0,A1S_1791,ACX60_RS08890
1877,lcl|NZ_CP012004.1_cds_WP_000190902.1_1746,lcl|CP000521.1_cds_ABO12217.2_1972,100.0,873,0,0,1,873,1,873,0.0,1613.0,A1S_1790,ACX60_RS08895
1878,lcl|NZ_CP012004.1_cds_WP_000013631.1_1747,lcl|CP000521.1_cds_ABO12216.2_1971,100.0,885,0,0,1,885,1,885,0.0,1635.0,A1S_1789,ACX60_RS08900
1879,lcl|NZ_CP012004.1_cds_WP_000206303.1_1748,lcl|CP000521.1_cds_ABO12215.2_1970,100.0,1053,0,0,1,1053,1,1053,0.0,1945.0,A1S_1788,ACX60_RS08905
1880,lcl|NZ_CP012004.1_cds_WP_000770283.1_1749,lcl|CP000521.1_cds_ABO12214.2_1969,100.0,1020,0,0,1,1020,1,1020,0.0,1884.0,A1S_1787,ACX60_RS08910
1881,lcl|NZ_CP012004.1_cds_WP_104159492.1_1750,lcl|CP000521.1_cds_ABO12213.2_1968,100.0,1011,0,0,1,1011,7,1017,0.0,1868.0,A1S_1786,ACX60_RS08915
1882,lcl|NZ_CP012004.1_cds_WP_000614427.1_1751,lcl|CP000521.1_cds_ABO12212.2_1967,100.0,765,0,0,1,765,1,765,0.0,1413.0,A1S_1785,ACX60_RS08920
1883,lcl|NZ_CP012004.1_cds_WP_005135219.1_1752,lcl|CP000521.1_cds_ABO12211.2_1966,100.0,492,0,0,1,492,1,492,0.0,909.0,A1S_1784,ACX60_RS08925
1884,lcl|NZ_CP012004.1_cds_WP_001244444.1_1753,lcl|CP000521.1_cds_ABO12210.2_1965,100.0,789,0,0,1,789,1,789,0.0,1458.0,A1S_1783,ACX60_RS08930
1885,lcl|NZ_CP012004.1_cds_WP_000965122.1_1754,lcl|CP000521.1_cds_ABO12209.2_1964,100.0,804,0,0,1,804,1,804,0.0,1485.0,A1S_1782,ACX60_RS08935
1886,lcl|NZ_CP012004.1_cds_WP_001007519.1_1755,lcl|CP000521.1_cds_ABO12208.2_1963,100.0,885,0,0,1,885,1,885,0.0,1635.0,A1S_1781,ACX60_RS08940
1887,lcl|NZ_CP012004.1_cds_WP_000152970.1_1756,lcl|CP000521.1_cds_ABO12207.2_1962,100.0,1494,0,0,1,1494,1,1494,0.0,2760.0,A1S_1780,ACX60_RS08945
1888,lcl|NZ_CP012004.1_cds_WP_000155310.1_1757,lcl|CP000521.1_cds_ABO12206.2_1961,100.0,768,0,0,1,768,1,768,0.0,1419.0,A1S_1779,ACX60_RS08950
1889,lcl|NZ_CP012004.1_cds_WP_049594829.1_1758,lcl|CP000521.1_cds_ABO12204.1_1959,100.0,1017,0,0,379,1395,1,1017,0.0,1879.0,A1S_1777,ACX60_RS08955
1890,lcl|NZ_CP012004.1_cds_WP_049594829.1_1758,lcl|CP000521.1_cds_ABO12205.1_1960,100.0,253,0,0,1,253,1,253,4.7200000000000003e-132,468.0,A1S_1778,ACX60_RS08955
1891,lcl|NZ_CP012004.1_cds_WP_005135226.1_1762,lcl|CP000521.1_cds_ABO12203.1_1958,99.708,343,0,1,46,388,1,342,3.7499999999999996e-180,627.0,A1S_1776,ACX60_RS08975
1892,lcl|NZ_CP012004.1_cds_WP_005135226.1_1762,lcl|CP000521.1_cds_ABO12202.1_1957,100.0,264,0,0,457,720,1,264,1.8399999999999998e-138,488.0,A1S_1775,ACX60_RS08975
1893,lcl|NZ_CP012004.1_cds_WP_000063668.1_1763,lcl|CP000521.1_cds_ABO12201.2_1956,100.0,1461,0,0,1,1461,1,1461,0.0,2699.0,A1S_1774,ACX60_RS08980
