,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
176,1314,gene-ACX60_RS06675_ACX60_RS06675,6.680167530248579e-11,0.999999999933198,3.0504065689500264,3.0621608114224794,288.411753356704,241.980583976364,309.886107319008,133.490462408757,95.370978520693,45.5253831372527,A1S_2179,(),alpha-E domain-containing protein,WP_000243524.1,1431076,1431672,NZ_CP012004.1,WT only
177,1315,gene-ACX60_RS06680_ACX60_RS06680,0.0,1.0,2.7796373522913815,2.786508478330177,350.475042053716,380.467933575144,404.375969550706,159.711803239049,143.645177524994,104.058018599435,A1S_2178,(),transglutaminase family protein,WP_000772592.1,1431675,1432454,NZ_CP012004.1,WT only
178,1324,gene-ACX60_RS06725_cyoC,4.31159616143262e-06,0.999995688403839,1.986213876684249,1.9863149726273777,8558.16243314918,10880.1916112203,11044.1376608447,4560.12954621344,4454.17792276273,6331.93043177561,A1S_2168,cyoC,cytochrome o ubiquinol oxidase subunit III,WP_000852577.1,1438486,1439106,NZ_CP012004.1,WT only
179,1325,gene-ACX60_RS06730_cyoB,0.0002077146621098,0.99979228533789,1.8426612074677389,1.8426766108459598,47874.1605882,48944.1097485239,61762.8412387383,25081.9043833026,25781.9545267607,35196.3240660263,A1S_2167,cyoB,cytochrome o ubiquinol oxidase subunit I,WP_000367186.1,1439111,1441102,NZ_CP012004.1,WT only
180,1331,gene-ACX60_RS06760_pgaB,1.72998049219331e-09,0.99999999827002,1.875477765438945,1.8765542042985608,840.409944591307,719.240751142054,841.264579869308,426.692728056563,514.532316216578,338.188560448163,A1S_2161,pgaB,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",WP_001061313.1,1449488,1451317,NZ_CP012004.1,Shared
181,1366,gene-ACX60_RS06935_ACX60_RS06935,0.0169218208584286,0.983078179141571,-2.69532896366695,-2.70687176978545,95.6504802271601,43.9287829372476,91.4418021597073,150.176770209852,169.54840625901,305.67042963584,A1S_2124,(),MFS transporter,WP_049594820.1,1494097,1495296,NZ_CP012004.1,WT only
182,1367,gene-ACX60_RS06940_ACX60_RS06940,6.4574580127541e-09,0.999999993542542,-4.36988920274406,-4.41410929993942,32.8570351925359,59.5644514403357,27.4325406479122,162.095561496348,134.225821621716,232.829816616235,A1S_3787,(),membrane protein,WP_001228338.1,1495525,1495953,NZ_CP012004.1,WT only
183,1368,gene-ACX60_RS06945_ACX60_RS06945,6.17807953446903e-05,0.999938219204655,-4.1563571839427,-4.19387884430793,54.0315689832813,41.695116008235,36.5767208638829,160.903682367699,124.806465718438,269.250123126038,A1S_2123,(),DUF4198 domain-containing protein,WP_001080970.1,1496111,1496905,NZ_CP012004.1,WT only
184,1371,gene-ACX60_RS06960_ACX60_RS06960,0.0124345891504085,0.987565410849591,2.7177854149766945,2.7646853287047626,36.5078168805954,61.7981183693483,60.9612014398049,27.4132199589412,22.370970270286,7.80435139495761,A1S_3786,(),hypothetical protein,WP_000351255.1,1498808,1499026,NZ_CP012004.1,WT only
185,1373,gene-ACX60_RS06970_ACX60_RS06970,0.0,1.0,2.828125189300489,2.8410369845376415,221.96752663402,213.687469542204,197.107884655369,88.1990555200718,69.4677497866776,65.0362616246467,A1S_2119,(),GNAT family N-acetyltransferase,WP_000637090.1,1499824,1500267,NZ_CP012004.1,Shared
186,1378,gene-ACX60_RS06995_miaA,0.0004290899362932,0.999570910063707,4.1318526936151025,4.13552280084748,1389.48751047546,2503.94062742311,1658.14467916269,460.065343658753,505.1129603133,377.210317422951,A1S_2113,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_000070779.1,1504237,1505181,NZ_CP012004.1,Shared
187,1379,gene-ACX60_RS07000_hfq,0.0423217433719304,0.95767825662807,3.2796106605954005,3.281021952070603,2319.70668459303,3908.17257012903,2109.25756981725,760.418884078457,1292.80659772495,487.771962184851,A1S_3785,hfq,RNA chaperone Hfq,WP_000033651.1,1505276,1505782,NZ_CP012004.1,WT only
188,1381,gene-ACX60_RS07010_nfsB,0.0234650949070316,0.976534905092968,2.8326209514891647,2.8347070422604568,1358.82094429576,851.771655596801,1706.91364031454,443.379035857658,539.258125462684,399.322646375331,A1S_2111,nfsB,oxygen-insensitive NAD(P)H nitroreductase,WP_000365040.1,1506810,1507463,NZ_CP012004.1,WT only
189,1391,gene-ACX60_RS07060_ACX60_RS07060,0.0017233224421816,0.998276677557818,-1.8834474716712,-1.88619070650529,175.96767736447,177.204243034999,153.419023623509,408.814541126819,256.677448364334,290.061726845924,A1S_2101,(),helix-turn-helix domain-containing protein,WP_000494374.1,1517797,1518987,NZ_CP012004.1,WT only
190,1395,gene-ACX60_RS07080_ACX60_RS07080,0.0093611682841225,0.990638831715877,-1.94023449445493,-1.94486663245766,133.618609782979,87.113010231491,98.5539423276846,189.508781455289,164.838728307371,266.648672661052,A1S_2096,(),5-carboxymethyl-2-hydroxymuconate Delta-isomerase,WP_001120986.1,1523307,1523666,NZ_CP012004.1,WT only
191,1398,gene-ACX60_RS07095_ACX60_RS07095,0.020152581863652,0.979847418136348,7.586364038080942,7.7119818807048235,112.444075992234,330.582705493863,193.043804559382,28.6050990875908,44.741940540572,9.10507662745054,A1S_2093,(),hypothetical protein,WP_000420540.1,1525958,1526215,NZ_CP012004.1,WT only
192,1400,gene-ACX60_RS07105_ACX60_RS07105,1.87627691161651e-14,0.999999999999981,5.746288362096787,5.784241918196406,386.2527025967,301.5450354167,450.096870630559,83.4315390054733,85.9516226174146,27.3152298823516,A1S_2091,(),spore coat U domain-containing protein,ACX60_RS07105,<1529695,1530222,NZ_CP012004.1,WT only
193,1401,gene-ACX60_RS07110_ACX60_RS07110,1.4338941145553e-10,0.999999999856611,3.277810284318631,3.30633680160894,154.793143573725,113.172457736638,147.322903479528,54.8264399178825,44.741940540572,26.0145046498587,A1S_2090,(),fimbria/pilus periplasmic chaperone,WP_000739319.1,1530295,1530999,NZ_CP012004.1,WT only
194,1402,gene-ACX60_RS07115_ACX60_RS07115,1.00962812110694e-07,0.999999899037188,2.5775039602202963,2.58508552864858,320.538632211628,236.02413883233,289.565706839073,138.257978923356,120.096787766799,68.9384373221256,A1S_2089,(),fimbria/pilus outer membrane usher protein,WP_000873967.1,1531009,1533468,NZ_CP012004.1,WT only
195,1403,gene-ACX60_RS07120_ACX60_RS07120,5.46229728115577e-13,0.999999999999454,2.764717948455425,2.7764657523218657,238.761122399094,184.649799465041,232.668585495255,83.4315390054733,93.0161395448734,59.833360694675,A1S_2088,(),spore coat U domain-containing protein,WP_000055764.1,1533459,1534478,NZ_CP012004.1,WT only
196,1412,gene-ACX60_RS07165_ACX60_RS07165,0.0003758226546212,0.999624177345379,2.1322024079376636,2.134005511788275,794.410095321757,549.482064537097,764.047058045555,350.412463822988,385.016172546501,252.340695103629,A1S_2079,(),mechanosensitive ion channel,WP_000345328.1,1543228,1544463,NZ_CP012004.1,WT only
197,1413,gene-ACX60_RS07170_ACX60_RS07170,6.15967055139777e-10,0.999999999384033,5.241174133787069,5.273923429743112,279.649877305361,434.075939871447,360.687108518846,88.1990555200718,89.483881081144,26.0145046498587,,(),hypothetical protein,WP_000179474.1,1544762,1545013,NZ_CP012004.1,WT only
198,1418,gene-ACX60_RS07195_ACX60_RS07195,0.03692786581426,0.96307213418574,-4.29020172315724,-4.30785751553965,83.9679788253695,103.493234377583,105.666082495662,327.766760378645,224.88712219077,710.195976941142,A1S_2077,(),TonB-dependent siderophore receptor,WP_049594822.1,1547656,1549812,NZ_CP012004.1,WT only
199,1420,gene-ACX60_RS07210_ACX60_RS07210,0.0010215936116092,0.998978406388391,6.563463707700218,7.085886127110595,45.2696929319384,21.5921136471217,51.8170212238342,9.53503302919695,5.88709743954895,1.30072523249293,A1S_2074,(),hypothetical protein,WP_000720309.1,1551965,1552390,NZ_CP012004.1,Shared
200,1424,gene-ACX60_RS07235_ACX60_RS07235,0.0412444408591136,0.958755559140886,2.257496274590368,2.265745301647046,189.840647779096,134.020015740755,219.460325183298,100.117846806568,107.145173399791,32.5181308123234,A1S_2071,(),RDD family protein,WP_000221476.1,1555890,1556333,NZ_CP012004.1,WT only
201,1427,gene-ACX60_RS07250_ACX60_RS07250,0.0,1.0,-3.44686034815821,-3.45542748907108,158.443925261784,130.297237525734,160.531163791486,460.065343658753,535.725866998954,556.710399506976,A1S_2068,(),benzoate/H(+) symporter BenE family transporter,WP_001169535.1,1560462,1561634,NZ_CP012004.1,Shared
202,1435,gene-ACX60_RS07290_ACX60_RS07290,0.0040621545785741,0.995937845421426,1.9576697812991626,1.9588876778549378,880.568543159962,629.149518338546,913.402001573077,431.460244571162,493.338765434202,312.174055798304,A1S_2060,(),hypothetical protein,WP_001097350.1,1568930,1569784,NZ_CP012004.1,WT only
203,1441,gene-ACX60_RS07320_ACX60_RS07320,1.57311223764056e-05,0.999984268877624,1.973191803408369,1.9796479270543204,160.63439427462,134.020015740755,174.755444127441,84.6234181341229,96.5483980086027,55.9311849971962,A1S_2054,(),acyl-CoA thioesterase,WP_000165801.1,1578239,1578673,NZ_CP012004.1,WT only
204,1442,gene-ACX60_RS07325_ACX60_RS07325,0.0014386091978562,0.998561390802144,2.1523271174212124,2.154479181860893,503.807872952217,734.876419645142,576.083353606156,320.615485606747,334.38713456638,187.304433478983,A1S_2053,(),iron-containing alcohol dehydrogenase,WP_000017873.1,1578673,1579830,NZ_CP012004.1,WT only
205,1477,gene-ACX60_RS07515_ACX60_RS07515,0.0284220740443789,0.971577925955621,-2.36234106969861,-2.39470479343665,21.9046901283573,17.8693354321007,26.4165206239155,46.4832860173351,35.3225846372937,76.7427887170832,,(),hypothetical protein,WP_000766227.1,1609367,1609780,NZ_CP012004.1,WT only
206,1504,gene-ACX60_RS07650_ACX60_RS07650,3.7246539186242e-11,0.999999999962753,2.430415477033808,2.434309417217114,416.9192687764,501.085947741824,488.705631542436,218.11388054288,241.370995021507,118.365996156857,A1S_3759,(),hypothetical protein,WP_031977960.1,1626753,1627142,NZ_CP012004.1,WT only
207,1545,gene-ACX60_RS07855_ACX60_RS07855,0.0140103881997136,0.985989611800286,2.9413593238641105,2.966660266026446,115.364701342682,81.1565650874574,161.547183815483,48.8670442746344,47.0967795163916,24.7137794173658,A1S_3750,(),hypothetical protein,WP_000701849.1,1671870,1672166,NZ_CP012004.1,WT only
208,1554,gene-ACX60_RS07900_glnG,1.78634884662188e-13,0.999999999999821,2.37526797667583,2.3762113271512453,1693.23254692202,1663.33730647138,2093.0012494333,717.51123544707,887.774293883981,688.083647988763,A1S_1978,glnG,nitrogen regulation protein NR(I),WP_000089274.1,1679222,1680715,NZ_CP012004.1,WT only
209,1575,gene-ACX60_RS08005_ACX60_RS08005,2.97863387399566e-07,0.999999702136613,2.062999203072008,2.074764736915454,99.3012619152196,87.8575658744952,107.698122543655,63.1695938184298,41.2096820768426,37.7210317422951,A1S_3747,(),hypothetical protein,WP_000689659.1,1699686,1699979,NZ_CP012004.1,WT only
210,1579,gene-ACX60_RS08025_ACX60_RS08025,0.001727967475022,0.998272032524978,-1.9267005054084,-1.93963669168015,47.4601619447741,35.7386708642014,29.4645806959057,88.1990555200718,71.8225887624972,58.5326354621821,A1S_1956,(),amino acid permease,WP_000093795.1,1702501,1703907,NZ_CP012004.1,WT only
211,1584,gene-ACX60_RS08050_ACX60_RS08050,0.0,1.0,4.096673120319904,4.097937740824786,5001.57091264158,4890.24146325156,5893.93215920514,1626.91501060673,1680.17760924727,545.00387241454,A1S_1951,(),PQQ-dependent sugar dehydrogenase,WP_001032866.1,1709802,1711244,NZ_CP012004.1,Shared
212,1585,gene-ACX60_RS08055_ACX60_RS08055,0.0001224373072257,0.999877562692774,6.921909588115687,6.935870875088477,1478.56658366412,992.492672124594,2157.0105109451,286.050990875908,284.935516074169,96.2536672044772,A1S_1950,(),universal stress protein,WP_000120225.1,1711299,1711742,NZ_CP012004.1,Shared
213,1596,gene-ACX60_RS08110_brnQ,0.0,1.0,-2.6981287664791,-2.70002688199928,495.045996900874,490.662168739766,421.648309958651,1187.11161213502,1257.48401308766,1355.35569225764,A1S_1941,brnQ,branched-chain amino acid transport system II carrier protein,WP_001186685.1,1724460,1725761,NZ_CP012004.1,WT only
214,1605,gene-ACX60_RS08155_ACX60_RS08155,0.0086351940869053,0.991364805913095,5.137115028205053,5.140283395788082,3823.09858373595,2016.25668125536,4719.4130114649,971.381489849439,926.629136985004,156.087027899152,A1S_1932,(),hypothetical protein,WP_000185571.1,1732034,1732393,NZ_CP012004.1,WT only
215,1606,gene-ACX60_RS08160_ACX60_RS08160,0.0289369093342389,0.971063090665761,2.4795791975977926,2.4862935313415035,297.903785745659,192.095355895083,371.86332878281,139.449858052005,108.322592887701,98.8551176694631,A1S_1931,(),hypothetical protein,WP_000955083.1,1732494,1732820,NZ_CP012004.1,Shared
216,1608,gene-ACX60_RS08170_ACX60_RS08170,0.0307336142094158,0.969266385790584,1.9926085297633744,1.993668968163527,1013.45699660533,719.240751142054,1202.96770841215,494.629838389592,536.903286486864,440.945853815105,A1S_1929,(),nitroreductase family protein,WP_000102943.1,1734222,1734818,NZ_CP012004.1,WT only
217,1611,gene-ACX60_RS08185_ACX60_RS08185,0.0271306792951707,0.972869320704829,7.440804067597069,7.460234235487705,707.52149114594,1990.94178939322,1191.79148814819,194.276297969888,254.322609388515,72.8406130196043,A1S_1926,(),cyd operon YbgE family protein,WP_085916945.1,1736325,1736624,NZ_CP012004.1,WT only
218,1613,gene-ACX60_RS08195_cydB,0.0024571705856415,0.997542829414358,9.387506009784556,9.390402591371808,8674.98744716709,20875.1065629087,13225.5326523657,1724.649099156,2184.11315007266,646.460440548989,A1S_1925,cydB,cytochrome d ubiquinol oxidase subunit II,WP_000575166.1,1736740,1737885,NZ_CP012004.1,WT only
219,1614,gene-ACX60_RS08200_ACX60_RS08200,0.028463814448603,0.971536185551397,5.094948270160969,5.095531781623178,11523.3273201911,26444.38277258,18286.3283918935,3460.02511046984,4975.77475590677,2604.05191545086,A1S_1924,(),cytochrome ubiquinol oxidase subunit I,WP_000622640.1,1737882,1739468,NZ_CP012004.1,WT only
220,1637,gene-ACX60_RS08315_ACX60_RS08315,0.0120014504039507,0.987998549596049,2.2879078397806083,2.313915325451318,51.1109436328336,72.2218973714071,56.8971213438179,39.3320112454374,29.4354871977447,9.10507662745054,A1S_1904,(),nuclear transport factor 2 family protein,WP_000171423.1,1765802,1766209,NZ_CP012004.1,WT only
221,1676,gene-ACX60_RS08510_ACX60_RS08510,0.0002768595621611,0.999723140437839,7.025116259394341,7.547812051081057,27.0157844916406,61.0535627263441,48.7689611518439,5.95939564324809,8.24193641536853,3.9021756974788,A1S_1863,(),hypothetical protein,WP_000387550.1,1805606,1805965,NZ_CP012004.1,Shared
222,1677,gene-ACX60_RS08515_ACX60_RS08515,6.42835165098887e-07,0.999999357164835,10.832365239615397,12.251112459337138,32.8570351925359,61.0535627263441,39.6247809358732,2.38375825729924,5.88709743954895,2.60145046498587,A1S_1862,(),nuclear transport factor 2 family protein,WP_000130495.1,1805976,1806503,NZ_CP012004.1,Shared
223,1678,gene-ACX60_RS08520_ACX60_RS08520,0.0107775172427478,0.989222482757252,5.906455149389568,5.988063500144912,126.31704640686,289.632145128632,150.370963551519,40.523890374087,30.6129066856545,23.4130541848728,A1S_1861,(),aromatic ring-hydroxylating dioxygenase subunit alpha,WP_049594828.1,1806533,1807810,NZ_CP012004.1,WT only
224,1680,gene-ACX60_RS08530_ACX60_RS08530,0.0202308113309119,0.979769188669088,4.915387419572832,5.05409490163357,52.5712563080574,113.917013379642,57.9131413678147,26.2213408302916,12.9516143670077,5.20290092997174,A1S_1858,(),SDR family oxidoreductase,WP_000815905.1,1808317,1809054,NZ_CP012004.1,Shared
225,1681,gene-ACX60_RS08535_ACX60_RS08535,0.0407757014165402,0.95922429858346,4.094254381783411,4.185978346458559,58.4125070089527,113.917013379642,49.7849811758407,20.2619451870435,22.370970270286,10.4058018599435,A1S_1857,(),PDR/VanB family oxidoreductase,WP_000210282.1,1809089,1810042,NZ_CP012004.1,Shared
226,1682,gene-ACX60_RS08540_ACX60_RS08540,0.0033615380993594,0.996638461900641,2.9897577492134646,3.024705864696799,71.5553210859671,122.107125452688,77.2175218237529,35.7563738594886,32.9677456614741,20.811603719887,A1S_1856,(),flavin reductase family protein,WP_104159487.1,1810088,1811044,NZ_CP012004.1,WT only
227,1703,gene-ACX60_RS08645_ACX60_RS08645,1.62879354448364e-09,0.999999998371206,5.532941066864003,5.535864845038238,4617.50867905771,3421.97773524729,5462.12364900652,880.798676072068,1330.48402133806,227.626915686264,A1S_1833,(),alpha/beta hydrolase,WP_000542605.1,1836685,1837515,NZ_CP012004.1,Shared
228,1704,gene-ACX60_RS08650_ACX60_RS08650,0.0383950157564871,0.961604984243513,1.831935289879936,1.8424429119482808,82.5076661501457,59.5644514403357,87.3777220637204,44.0995277600359,51.8064574680307,28.6159551148446,A1S_1832,(),NADH:flavin oxidoreductase/NADH oxidase family protein,WP_000862295.1,1837677,1838915,NZ_CP012004.1,WT only
229,1705,gene-ACX60_RS08655_ACX60_RS08655,1.07332323118214e-06,0.999998926676769,2.335636430263774,2.3422286889877557,216.856432270737,247.192473477393,282.453566671096,98.9259676779184,149.532274964543,70.2391625546185,A1S_1831,(),saccharopine dehydrogenase NADP-binding domain-containing protein,WP_000180172.1,1838931,1839998,NZ_CP012004.1,WT only
230,1798,gene-ACX60_RS09135_ACX60_RS09135,1.32893696047631e-13,0.999999999999867,2.4338427873113657,2.441039630414436,267.237219565959,262.083586337477,235.716645567246,146.601132823903,96.5483980086027,70.2391625546185,A1S_1749,(),excinuclease ABC subunit UvrA,WP_000166992.1,1935832,1938093,NZ_CP012004.1,WT only
231,1815,gene-ACX60_RS09220_ACX60_RS09220,8.827878206219e-09,0.999999991172122,1.8777090292179974,1.8808783732140608,267.967375903571,293.354923343653,258.069086095174,176.398111040144,157.774211379912,101.456568134449,A1S_1734,(),RsiV family protein,WP_001044074.1,1953904,1954731,NZ_CP012004.1,WT only
232,1846,gene-ACX60_RS09385_ACX60_RS09385,1.46716622440035e-06,0.999998532833776,3.177758682639523,3.184268476080792,447.5858349561,669.355523060773,558.811013198212,182.357506683392,243.725833997326,100.155842901956,A1S_1705,(),"2,3-butanediol dehydrogenase",WP_000642313.1,1988902,1989960,NZ_CP012004.1,Shared
233,1864,gene-ACX60_RS09480_ACX60_RS09480,0.0021418663880766,0.997858133611923,1.858456327227239,1.8592823955734445,998.853869853091,985.047115694552,1055.64480493262,676.987345072983,691.145239403047,266.648672661052,A1S_3715,(),hypothetical protein,WP_000183704.1,2008347,2008613,NZ_CP012004.1,WT only
234,1868,gene-ACX60_RS09500_ACX60_RS09500,7.56043548744145e-06,0.999992439564513,2.6832927795271004,2.7201856807884846,56.9521943337289,72.2218973714071,66.0413015597886,29.7969782162405,34.1451651493839,7.80435139495761,A1S_3714,(),hypothetical protein,WP_000917295.1,2011747,2011983,NZ_CP012004.1,WT only
235,1872,gene-ACX60_RS09520_ACX60_RS09520,2.78222329619382e-08,0.999999972177767,-1.86449965450114,-1.8703190497014,70.8251647483552,85.6238989454826,77.2175218237529,133.490462408757,131.870982645896,171.695730689067,,(),TonB C-terminal domain-containing protein,WP_000800035.1,2015590,2015964,NZ_CP012004.1,WT only
236,1874,gene-ACX60_RS09530_ACX60_RS09530,4.79391029287735e-05,0.999952060897071,3.1547357593864893,3.173720235753444,136.539235133427,213.687469542204,216.412265111307,66.7452312043786,75.3548472262265,36.4203065098022,A1S_1680,(),hypothetical protein,WP_000564581.1,2016867,2017067,NZ_CP012004.1,WT only
237,1901,gene-ACX60_RS09665_ACX60_RS09665,1.25921334048762e-06,0.99999874078666,-6.8556016858021,-6.89679441074098,117.555170355517,49.140672438277,56.8971213438179,445.762794114957,335.56455405429,760.924261008367,A1S_1657,(),acetyltransferase,WP_000956973.1,2043914,2044534,NZ_CP012004.1,WT only
238,1902,gene-ACX60_RS09670_ACX60_RS09670,0.0480793070832242,0.951920692916776,-3.27029375655829,-3.52990993832914,4.38093802567145,2.23366692901259,7.11214016797724,11.9187912864962,10.5967753911881,26.0145046498587,,(),hypothetical protein,WP_000006595.1,2044670,2045008,NZ_CP012004.1,WT only
239,1903,gene-ACX60_RS09675_ACX60_RS09675,7.806277846356119e-11,0.999999999921937,-2.54413325515097,-2.55056642831595,124.126577394025,132.530904454747,120.906382855613,300.353540419704,267.274223755522,395.420470677852,A1S_1656,(),PepSY domain-containing protein,WP_001011364.1,2045005,2046528,NZ_CP012004.1,WT only
240,1905,gene-ACX60_RS09685_ACX60_RS09685,0.0,1.0,-5.73231306907461,-5.73637710599295,844.790882616979,436.309606800459,550.682853006238,3221.64928473992,3058.93582958963,4227.35700560204,A1S_1655,(),TonB-dependent receptor,WP_000413989.1,2046907,2049225,NZ_CP012004.1,WT only
241,1908,gene-ACX60_RS09700_ACX60_RS09700,6.66133814775094e-16,0.999999999999999,-2.7019390735887,-2.70777898481762,183.999397078201,136.253682669768,138.178723263558,373.058167267331,377.951655619042,490.373412649836,A1S_1652,(),IucA/IucC family siderophore biosynthesis protein,WP_000993051.1,2050698,2052608,NZ_CP012004.1,WT only
242,1909,gene-ACX60_RS09705_ACX60_RS09705,7.66053886991358e-15,0.999999999999992,-2.01652917020594,-2.01900796489577,232.919871698199,176.459687391995,235.716645567246,393.320112454374,422.693596159614,486.471236952358,A1S_1650,(),IucA/IucC family siderophore biosynthesis protein,WP_005135333.1,2052618,2054459,NZ_CP012004.1,WT only
243,1910,gene-ACX60_RS09710_ACX60_RS09710,0.0,1.0,-3.94373393101417,-3.96601661024233,81.7775098125338,52.863450653298,73.1534417277659,283.667232618609,241.370995021507,299.166803473375,A1S_1649,(),DHA2 family efflux MFS transporter permease subunit,WP_000442381.1,2054471,2055910,NZ_CP012004.1,WT only
244,1911,gene-ACX60_RS09715_ACX60_RS09715,0.0,1.0,-4.73688288934915,-4.75842316935221,118.285326693129,58.0753401543273,96.5219022796911,421.925211541965,360.290363300396,516.387917299695,A1S_1648,(),SidA/IucD/PvdA family monooxygenase,WP_000883686.1,2055931,2057364,NZ_CP012004.1,WT only
245,1912,gene-ACX60_RS09720_ACX60_RS09720,1.0947726059029601e-09,0.999999998905227,-3.97577283000631,-3.98519061531391,259.205499852228,72.2218973714071,165.61126391147,678.179224201633,502.75812133748,799.946017983155,A1S_1647,(),siderophore biosynthesis protein,WP_001156882.1,2057357,2059141,NZ_CP012004.1,WT only
246,1938,gene-ACX60_RS09850_ACX60_RS09850,0.0,1.0,4.1776177456624835,4.195780836293265,386.982858934312,329.838149850859,437.904630342599,102.501605063867,127.161304694257,45.5253831372527,A1S_1618,(),nucleoside-diphosphate sugar epimerase,WP_000156076.1,2085195,2085860,NZ_CP012004.1,Shared
247,1942,gene-ACX60_RS09870_ACX60_RS09870,0.0437980280711713,0.956201971928829,-2.56526503967617,-2.57276655985984,137.999547808651,66.2654522273735,123.954442927603,418.349574156016,228.419380654499,197.710235338926,A1S_3709,(),hypothetical protein,WP_000979740.1,2088355,2088723,NZ_CP012004.1,WT only
248,1944,gene-ACX60_RS09880_ACX60_RS09880,0.0051647247440601,0.99483527525594,2.2107256211396376,2.2122159134363257,1009.07605857966,725.941751929092,1092.2215257965,444.570914986308,574.580710099977,258.844321266094,A1S_1613,(),ABC transporter ATP-binding protein,WP_000138946.1,2089544,2091274,NZ_CP012004.1,WT only
249,1945,gene-ACX60_RS09885_ACX60_RS09885,6.48781028900203e-12,0.999999999993512,2.703519826434923,2.7079647490630214,533.014126456693,486.939390524745,612.660074470039,212.154484899632,268.451643243432,122.268171854336,A1S_1612,(),ABC transporter permease,WP_000953834.1,2091287,2092429,NZ_CP012004.1,Shared
250,1946,gene-ACX60_RS09890_ACX60_RS09890,0.0003235487517702,0.99967645124823,2.479750707838717,2.4834171594821086,516.950687029232,420.673938297371,639.076595093955,239.567704858573,274.338740682981,120.967446621843,A1S_1611,(),ABC transporter permease,WP_000881926.1,2092437,2093375,NZ_CP012004.1,WT only
251,1947,gene-ACX60_RS09895_ACX60_RS09895,0.04422832680472,0.95577167319528,2.354397045448584,2.3554654714927263,1566.18534417754,1151.82757972749,1979.20700674567,763.994521464406,872.467840541154,357.699438935557,A1S_1610,(),Zn-dependent oligopeptidase,WP_000719396.1,2093388,2095421,NZ_CP012004.1,WT only
252,1952,gene-ACX60_RS09920_ACX60_RS09920,1.10700337785374e-12,0.999999999998893,2.304315971351533,2.314013752146982,147.491580197606,165.291352746932,176.787484175434,77.4721433622252,85.9516226174146,48.1268336022386,A1S_1605,(),MotA/TolQ/ExbB proton channel family protein,WP_002009183.1,2103392,2104273,NZ_CP012004.1,Shared
253,1964,gene-ACX60_RS09985_ACX60_RS09985,0.0105820544677716,0.989417945532228,2.2282259360789882,2.2678591900612037,32.126878854924,46.9070055092644,31.4966207438992,11.9187912864962,21.1935507823762,15.6087027899152,A1S_3702,(),hypothetical protein,WP_000133292.1,2115877,2116383,NZ_CP012004.1,WT only
254,2006,gene-ACX60_RS10215_ACX60_RS10215,8.10876160661778e-06,0.999991891238393,-1.83288983570585,-1.83630911341938,149.682049210441,95.3031223045372,138.178723263558,207.386968385034,229.596800142409,266.648672661052,A1S_1576,(),lysine exporter LysO family protein,WP_001190745.1,2147411,2148322,NZ_CP012004.1,WT only
255,2008,gene-ACX60_RS10225_ACX60_RS10225,1.84735183517137e-06,0.999998152648165,2.384453466429902,2.384884790148079,3931.16172170252,3588.75819928023,4522.30512680953,2014.27572741786,2193.53250597594,841.569225422929,A1S_1574,(),lipopolysaccharide assembly protein LapA domain-containing protein,WP_001269278.1,2149183,2149548,NZ_CP012004.1,Shared
256,2009,gene-ACX60_RS10230_ACX60_RS10230,4.04404555565119e-06,0.999995955954444,2.2642897652672174,2.264693906002039,3351.41758963866,3514.30263497981,4279.4763410743,1864.098957208,2094.62926899152,962.536672044772,A1S_1573,(),integration host factor subunit beta,WP_000205997.1,2149573,2149875,NZ_CP012004.1,WT only
257,2012,gene-ACX60_RS10245_ACX60_RS10245,0.0213799574562717,0.978620042543728,1.9909012723546435,1.9969501281592246,134.348766120591,216.665692114221,163.579223863476,95.3503302919695,89.483881081144,72.8406130196043,A1S_1570,(),SRPBCC family protein,WP_001246675.1,2152504,2152947,NZ_CP012004.1,WT only
258,2041,gene-ACX60_RS10390_ACX60_RS10390,0.0117547864187576,0.988245213581242,-2.21830674567429,-2.22867963090414,56.222037996117,65.5208965843693,62.9932414877984,107.269121578466,110.67743186352,193.808059641447,A1S_1542,(),Maf family nucleotide pyrophosphatase,WP_000812869.1,2177584,2178177,NZ_CP012004.1,WT only
259,2060,gene-ACX60_RS10485_ACX60_RS10485,0.0013758291462138,0.998624170853786,1.8520808777496987,1.856163319937386,232.189715360587,160.824018888906,216.412265111307,121.571671122261,100.080656472332,106.659469064421,A1S_1524,(),lecithin retinol acyltransferase family protein,WP_001187976.1,2198431,2199021,NZ_CP012004.1,WT only
260,2061,gene-ACX60_RS10490_ACX60_RS10490,9.84101689027739e-13,0.999999999999016,3.7613878229978366,3.762318443480486,5720.04474885169,4970.65347269602,6871.34342229001,1810.46439641877,2052.24216742676,805.148918913127,A1S_1523,(),YceI family protein,WP_000550328.1,2199067,2199657,NZ_CP012004.1,Shared
261,2078,gene-ACX60_RS10580_ACX60_RS10580,1.58508850378603e-07,0.99999984149115,-2.26441813728603,-2.26794884017692,253.364249151332,158.590351959894,151.386983575516,494.629838389592,385.016172546501,398.021921142838,A1S_1508,(),fimbrial biogenesis outer membrane usher protein,WP_005135373.1,2214846,2217383,NZ_CP012004.1,WT only
